suscribed,age,job,education,marital,Income,Kidhome,Teenhome
yes,57,Administration,Unknown,DIVORCED,25072,0,2
no,50,Administration,Basic education,DIVORCED,173456,0,0
no,25,Administration,High school,SINGLE,48373,1,1
yes,61,Non-active,Basic education,MARRIED,14979,1,0
yes,65,Non-active,University,MARRIED,155604,0,1
yes,60,Administration,Professional Course,MARRIED,109179,2,2
no,30,Non-active,Unknown,SINGLE,35956,1,0
no,39,Administration,University,MARRIED,166439,1,2
no,30,Non-active,Unknown,SINGLE,26476,2,0
yes,52,Industry,Basic education,MARRIED,73624,2,1
yes,58,Non-active,Professional Course,SINGLE,53911,1,2
yes,60,Industry,Professional Course,MARRIED,60652,1,0
yes,19,Non-active,Basic education,SINGLE,176961,1,0
yes,25,Administration,University,SINGLE,96685,2,2
yes,34,Not specified,Basic education,MARRIED,163623,2,1
no,62,Independent,University,MARRIED,94746,0,2
no,53,Non-active,Basic education,MARRIED,121398,0,1
no,34,Not specified,Basic education,MARRIED,61841,0,0
no,34,Not specified,Basic education,MARRIED,154755,1,0
yes,61,Administration,University,MARRIED,67423,2,1
yes,52,Industry,Basic education,MARRIED,18328,2,2
no,37,Administration,High school,SINGLE,35118,1,0
yes,44,Administration,University,MARRIED,27458,1,1
yes,35,Administration,University,MARRIED,15279,0,1
yes,50,Administration,University,MARRIED,41017,1,1
no,27,Non-active,University,SINGLE,161712,1,2
no,38,Administration,Professional Course,MARRIED,175542,2,1
yes,42,Administration,High school,MARRIED,152818,0,0
no,33,Independent,University,MARRIED,24888,0,2
yes,38,Administration,University,MARRIED,24413,1,1
no,34,Not specified,Basic education,MARRIED,26576,1,1
no,28,Industry,Basic education,SINGLE,152245,1,1
no,28,Industry,Basic education,SINGLE,52646,2,2
yes,26,Non-active,High school,SINGLE,134156,1,1
no,37,Administration,High school,SINGLE,126972,1,2
no,29,Non-active,High school,SINGLE,69717,1,0
no,85,Non-active,Basic education,MARRIED,63223,0,1
no,31,Administration,University,SINGLE,154875,0,2
no,28,Industry,Basic education,SINGLE,142559,1,2
no,30,Administration,University,SINGLE,158007,1,1
yes,38,Administration,University,MARRIED,59003,2,0
no,36,Administration,High school,MARRIED,61323,2,0
no,85,Non-active,Basic education,MARRIED,58213,0,2
no,80,Industry,High school,MARRIED,128313,1,0
no,64,Non-active,High school,MARRIED,89318,0,2
yes,64,Administration,High school,MARRIED,80342,2,1
yes,27,Non-active,University,SINGLE,59201,1,1
yes,38,Administration,University,SINGLE,40343,0,0
no,66,Non-active,Professional Course,MARRIED,25593,2,0
no,64,Non-active,University,MARRIED,75606,0,1
no,34,Not specified,Basic education,MARRIED,166915,2,1
no,33,Industry,High school,SINGLE,120257,1,0
no,71,Non-active,University,MARRIED,109648,1,0
yes,38,Administration,University,MARRIED,62674,0,0
no,27,Administration,University,MARRIED,37290,0,1
no,36,Administration,University,MARRIED,52729,1,2
yes,38,Non-active,High school,SINGLE,25391,1,2
no,28,Industry,Basic education,SINGLE,13559,1,0
no,28,Industry,Basic education,SINGLE,63574,1,0
no,64,Non-active,University,MARRIED,108264,1,0
yes,27,Administration,University,SINGLE,104968,0,0
yes,27,Administration,University,MARRIED,84214,2,0
no,55,Industry,Professional Course,DIVORCED,78431,2,2
no,41,Administration,High school,MARRIED,49516,0,2
no,38,Administration,High school,SINGLE,83758,1,0
yes,38,Administration,University,DIVORCED,53312,2,1
no,38,Administration,University,DIVORCED,91898,0,0
no,85,Non-active,Basic education,MARRIED,75818,2,0
no,62,Independent,University,MARRIED,14499,2,0
yes,23,Administration,University,SINGLE,72431,0,2
no,38,Administration,Professional Course,MARRIED,18774,1,0
no,34,Not specified,Basic education,MARRIED,65239,2,1
no,27,Administration,University,SINGLE,149834,2,0
no,52,Industry,Basic education,MARRIED,36434,1,0
no,85,Non-active,Basic education,MARRIED,14475,2,2
no,61,Non-active,University,DIVORCED,142327,2,1
yes,38,Administration,University,DIVORCED,83613,2,0
no,38,Industry,High school,MARRIED,142632,1,1
no,61,Administration,University,MARRIED,140713,0,1
no,23,Administration,University,SINGLE,27044,1,1
no,31,Administration,University,SINGLE,36700,1,1
no,51,Industry,Basic education,MARRIED,160964,2,0
yes,33,Administration,High school,SINGLE,48170,0,0
yes,47,Industry,High school,MARRIED,111656,1,0
yes,33,Administration,High school,SINGLE,152826,2,1
no,30,Administration,University,SINGLE,33103,1,1
no,53,Administration,High school,SINGLE,159469,2,0
no,69,Non-active,High school,MARRIED,56719,0,1
no,38,Industry,Professional Course,DIVORCED,78827,0,0
no,30,Administration,University,SINGLE,36939,1,0
no,38,Administration,Professional Course,DIVORCED,87046,0,2
no,24,Administration,University,SINGLE,158876,1,2
no,31,Administration,University,SINGLE,132600,0,1
no,24,Administration,University,SINGLE,85223,1,0
no,33,Administration,University,MARRIED,114386,2,0
no,35,Administration,University,SINGLE,24144,0,1
yes,27,Administration,University,SINGLE,64425,1,1
yes,79,Non-active,Basic education,MARRIED,75102,1,2
yes,60,Administration,Professional Course,MARRIED,117679,2,0
yes,38,Non-active,High school,MARRIED,131441,1,0
no,58,Non-active,Basic education,MARRIED,116478,2,1
no,39,Administration,Professional Course,MARRIED,114177,2,1
yes,60,Non-active,Professional Course,DIVORCED,90324,2,2
yes,31,Administration,University,SINGLE,102890,0,0
yes,39,Administration,Professional Course,MARRIED,55404,2,0
yes,28,Administration,High school,SINGLE,171155,1,0
no,18,Non-active,Basic education,SINGLE,72446,2,0
yes,26,Administration,University,SINGLE,157450,1,0
no,44,Administration,University,MARRIED,113289,2,1
no,55,Administration,Unknown,MARRIED,137457,1,0
yes,30,Administration,University,SINGLE,98097,1,1
no,31,Administration,University,SINGLE,95382,1,1
yes,38,Administration,University,SINGLE,99528,2,1
yes,53,Administration,University,SINGLE,137699,0,1
no,46,Administration,High school,MARRIED,178760,2,0
no,46,Administration,University,MARRIED,130635,2,0
no,39,Industry,High school,MARRIED,74848,0,1
yes,38,Industry,High school,MARRIED,33434,0,0
no,31,Administration,University,SINGLE,99460,0,0
no,46,Administration,High school,MARRIED,119283,0,1
no,21,Administration,High school,SINGLE,53233,2,1
yes,60,Administration,High school,MARRIED,98073,0,1
yes,40,Administration,University,MARRIED,148877,0,1
yes,51,Industry,Basic education,MARRIED,135954,0,0
no,45,Administration,University,MARRIED,114834,0,0
yes,60,Administration,High school,MARRIED,154152,0,0
no,48,Independent,University,MARRIED,160953,0,2
no,57,Non-active,University,MARRIED,53400,0,2
no,54,Administration,University,MARRIED,151389,0,1
no,54,Administration,University,MARRIED,142225,0,1
no,38,Administration,High school,MARRIED,134188,2,1
yes,48,Independent,University,MARRIED,11241,1,0
yes,49,Administration,University,MARRIED,88837,1,1
no,40,Administration,High school,MARRIED,46569,1,0
no,33,Industry,High school,MARRIED,32750,2,0
no,77,Non-active,Basic education,DIVORCED,19822,0,1
yes,34,Administration,Professional Course,SINGLE,43209,0,1
no,53,Administration,University,DIVORCED,69309,1,0
yes,48,Independent,University,MARRIED,61292,1,2
yes,53,Administration,University,DIVORCED,7072,1,2
yes,24,Non-active,Professional Course,SINGLE,60795,2,2
yes,46,Administration,High school,MARRIED,117593,1,2
no,43,Administration,University,MARRIED,133656,0,1
yes,40,Industry,Basic education,MARRIED,63092,0,0
yes,38,Administration,Basic education,MARRIED,58746,2,0
no,31,Administration,High school,SINGLE,71761,0,0
yes,29,Administration,High school,SINGLE,12915,1,0
yes,40,Administration,University,DIVORCED,6258,0,1
yes,31,Administration,High school,SINGLE,5841,0,1
yes,40,Administration,University,MARRIED,50820,0,0
yes,39,Administration,Basic education,MARRIED,114757,0,2
no,31,Administration,High school,SINGLE,72005,2,0
yes,45,Administration,High school,SINGLE,111280,1,2
yes,41,Administration,Professional Course,DIVORCED,115047,1,0
yes,30,Administration,University,MARRIED,12656,0,0
no,38,Administration,Professional Course,MARRIED,140811,2,2
no,38,Administration,Unknown,MARRIED,62349,1,0
no,30,Administration,University,SINGLE,123565,1,0
yes,48,Independent,University,MARRIED,145671,0,1
yes,31,Independent,University,SINGLE,57554,2,0
no,54,Non-active,High school,MARRIED,26833,0,2
yes,34,Administration,University,MARRIED,110803,1,1
yes,30,Administration,University,SINGLE,83905,1,1
no,53,Administration,University,MARRIED,158125,1,0
yes,38,Administration,University,SINGLE,143929,0,0
no,38,Non-active,High school,MARRIED,146024,1,2
yes,38,Administration,High school,MARRIED,14321,2,1
yes,54,Non-active,High school,MARRIED,117311,1,1
no,40,Independent,University,MARRIED,104862,0,1
no,30,Non-active,University,SINGLE,78541,0,2
no,28,Non-active,Basic education,SINGLE,152042,0,1
yes,36,Administration,Professional Course,SINGLE,31575,1,2
no,32,Administration,University,MARRIED,69842,0,2
yes,38,Independent,University,SINGLE,127093,1,0
yes,33,Industry,High school,MARRIED,30195,0,2
no,23,Administration,High school,SINGLE,41775,2,2
yes,32,Administration,University,MARRIED,50527,2,1
no,35,Administration,University,MARRIED,18007,2,1
no,83,Non-active,Basic education,MARRIED,56440,1,0
yes,59,Non-active,Basic education,MARRIED,178100,2,0
no,34,Administration,University,MARRIED,25422,1,0
yes,30,Independent,University,SINGLE,29862,1,2
yes,35,Administration,University,MARRIED,137077,0,0
yes,38,Independent,Professional Course,MARRIED,128645,0,2
yes,27,Industry,University,SINGLE,109640,0,0
no,35,Administration,University,MARRIED,138770,0,0
no,35,Administration,University,MARRIED,67497,0,1
yes,44,Administration,University,MARRIED,34262,0,0
no,20,Non-active,High school,SINGLE,127815,1,2
no,81,Non-active,Professional Course,MARRIED,121362,0,1
no,38,Administration,University,SINGLE,147460,0,0
no,71,Independent,University,MARRIED,65148,2,2
no,35,Administration,University,SINGLE,30237,1,1
no,31,Administration,Professional Course,MARRIED,66073,2,2
yes,35,Administration,Professional Course,MARRIED,119607,1,0
yes,51,Administration,Professional Course,MARRIED,131714,2,2
no,51,Administration,Professional Course,MARRIED,139423,2,0
yes,46,Administration,Professional Course,MARRIED,171598,2,1
yes,51,Administration,Professional Course,MARRIED,95721,2,0
yes,38,Administration,Professional Course,MARRIED,115316,2,0
yes,38,Industry,University,MARRIED,77837,1,1
no,55,Administration,Unknown,MARRIED,38395,1,2
yes,51,Administration,Professional Course,MARRIED,145139,2,0
no,27,Administration,University,SINGLE,98937,0,2
no,49,Administration,High school,MARRIED,140094,0,0
no,81,Non-active,Professional Course,MARRIED,42843,1,2
no,60,Non-active,Professional Course,DIVORCED,37365,2,2
yes,36,Administration,Professional Course,MARRIED,45060,2,1
no,44,Industry,Basic education,MARRIED,46323,0,2
no,47,Administration,University,MARRIED,104707,2,2
no,33,Industry,High school,MARRIED,39039,1,0
yes,39,Administration,Professional Course,MARRIED,137246,0,2
no,34,Administration,Professional Course,MARRIED,55314,0,0
no,25,Administration,Professional Course,SINGLE,178139,2,1
no,40,Industry,High school,MARRIED,114040,1,0
no,30,Administration,University,MARRIED,151567,1,1
yes,42,Industry,High school,MARRIED,162766,1,0
yes,48,Administration,High school,DIVORCED,38277,1,1
no,24,Administration,University,SINGLE,40417,0,1
no,56,Independent,University,MARRIED,55320,2,2
no,48,Administration,University,DIVORCED,90286,1,1
no,56,Independent,University,MARRIED,117061,1,1
no,56,Independent,University,MARRIED,136156,1,1
no,56,Independent,University,MARRIED,124431,2,2
yes,29,Administration,University,SINGLE,155019,2,2
no,56,Independent,University,MARRIED,88640,0,1
no,56,Independent,University,MARRIED,35930,2,0
no,56,Independent,University,MARRIED,89261,0,0
no,56,Independent,University,MARRIED,82419,1,2
no,56,Independent,University,MARRIED,56539,0,1
no,45,Administration,University,MARRIED,143426,0,2
no,53,Administration,University,SINGLE,20295,1,1
yes,30,Administration,University,MARRIED,6810,2,1
no,37,Independent,University,SINGLE,166714,1,2
yes,30,Administration,University,MARRIED,50565,0,2
no,27,Administration,High school,SINGLE,72980,0,1
no,25,Independent,University,SINGLE,85431,1,2
yes,51,Administration,University,MARRIED,118367,2,0
yes,28,Industry,Basic education,SINGLE,179361,0,2
no,29,Administration,Professional Course,SINGLE,54511,1,2
no,49,Administration,University,MARRIED,65131,2,2
yes,39,Administration,Professional Course,MARRIED,42168,0,2
no,54,Administration,University,MARRIED,9792,2,0
no,49,Non-active,University,MARRIED,59290,0,2
no,38,Non-active,Basic education,SINGLE,95071,1,1
no,43,Administration,University,SINGLE,143418,2,1
yes,24,Non-active,High school,SINGLE,117015,2,1
yes,38,Independent,University,MARRIED,89544,2,0
yes,38,Non-active,University,SINGLE,92570,1,2
no,46,Industry,High school,MARRIED,143464,2,1
yes,46,Industry,High school,MARRIED,160532,0,2
no,38,Administration,Professional Course,MARRIED,177365,1,0
yes,60,Administration,High school,MARRIED,174952,2,0
yes,47,Industry,Basic education,SINGLE,109846,1,0
no,48,Administration,University,DIVORCED,71617,1,0
yes,37,Administration,University,SINGLE,123462,0,2
yes,47,Industry,High school,MARRIED,58747,0,0
no,36,Industry,Basic education,MARRIED,110714,2,0
yes,38,Non-active,University,MARRIED,128631,2,2
no,63,Non-active,High school,MARRIED,12383,0,0
no,28,Administration,University,SINGLE,126684,2,2
yes,46,Administration,Basic education,MARRIED,106408,0,0
no,28,Administration,University,SINGLE,38838,1,0
no,28,Administration,University,SINGLE,28139,2,2
no,28,Administration,University,SINGLE,27638,2,2
yes,48,Administration,Professional Course,MARRIED,14973,1,2
yes,49,Administration,University,DIVORCED,167080,1,2
yes,30,Administration,University,MARRIED,29417,1,0
no,21,Administration,High school,SINGLE,145877,2,2
no,31,Administration,University,SINGLE,55108,0,1
no,37,Independent,University,SINGLE,150831,2,0
no,38,Administration,High school,MARRIED,103594,0,1
no,24,Non-active,High school,SINGLE,142047,0,1
yes,37,Administration,High school,MARRIED,154488,2,0
yes,38,Administration,University,SINGLE,133639,0,2
yes,48,Non-active,Basic education,SINGLE,103968,2,2
yes,58,Non-active,Professional Course,DIVORCED,67319,2,1
no,48,Non-active,Basic education,SINGLE,112316,0,0
yes,36,Administration,University,MARRIED,42960,2,0
no,39,Administration,Professional Course,MARRIED,57848,2,1
yes,51,Administration,High school,DIVORCED,165424,1,1
no,34,Administration,Professional Course,SINGLE,142386,0,2
no,29,Administration,Professional Course,SINGLE,116356,2,2
yes,33,Industry,Basic education,SINGLE,39429,2,1
no,35,Administration,High school,DIVORCED,7165,2,0
no,38,Independent,University,SINGLE,28644,1,0
yes,27,Non-active,Unknown,SINGLE,50247,1,1
yes,60,Administration,Professional Course,MARRIED,110328,1,1
no,24,Non-active,High school,SINGLE,20112,2,1
no,30,Administration,University,SINGLE,83038,2,1
yes,33,Industry,Basic education,SINGLE,59419,0,0
no,48,Independent,University,MARRIED,29202,1,1
no,57,Non-active,University,MARRIED,9967,2,0
yes,55,Administration,University,DIVORCED,169699,1,0
yes,38,Non-active,High school,SINGLE,59110,1,0
no,54,Administration,University,MARRIED,150097,0,0
yes,40,Administration,Professional Course,MARRIED,143966,2,2
no,31,Administration,High school,SINGLE,147484,2,0
no,73,Non-active,University,MARRIED,86497,2,0
no,71,Non-active,Basic education,DIVORCED,115645,0,1
yes,38,Administration,University,MARRIED,157957,0,0
yes,41,Administration,Professional Course,DIVORCED,174132,2,0
no,43,Administration,University,MARRIED,102698,2,2
yes,35,Administration,University,MARRIED,79842,0,1
no,58,Non-active,University,DIVORCED,77029,2,2
no,32,Independent,University,SINGLE,72602,0,1
yes,20,Non-active,High school,SINGLE,88169,1,0
yes,38,Administration,University,SINGLE,24897,0,0
no,47,Administration,University,MARRIED,53400,2,0
yes,40,Independent,University,SINGLE,144230,1,2
no,38,Administration,Professional Course,SINGLE,154840,2,1
no,28,Non-active,High school,SINGLE,130915,2,2
yes,41,Administration,High school,SINGLE,159682,2,2
no,18,Non-active,Basic education,SINGLE,165300,2,0
yes,41,Administration,Professional Course,DIVORCED,25662,2,2
no,25,Administration,University,SINGLE,105806,1,2
no,23,Non-active,High school,SINGLE,21083,0,0
no,47,Not specified,Unknown,MARRIED,153693,2,2
no,44,Administration,Professional Course,SINGLE,51408,2,0
no,56,Independent,University,MARRIED,86143,2,1
yes,33,Industry,Basic education,SINGLE,13438,2,2
yes,24,Administration,University,SINGLE,142253,2,2
no,28,Administration,University,MARRIED,25667,2,2
yes,36,Administration,University,MARRIED,172236,2,2
yes,58,Non-active,Basic education,MARRIED,75826,1,2
yes,49,Administration,Professional Course,MARRIED,150751,0,1
yes,41,Administration,Professional Course,DIVORCED,104644,2,1
no,51,Non-active,Unknown,MARRIED,176812,0,2
no,28,Non-active,High school,SINGLE,56505,2,2
yes,45,Administration,University,MARRIED,156520,2,1
yes,49,Administration,University,SINGLE,136829,1,1
no,38,Administration,University,MARRIED,9737,1,1
yes,49,Administration,University,MARRIED,172766,0,1
no,29,Administration,High school,SINGLE,102281,1,2
no,59,Administration,High school,MARRIED,49778,2,2
no,33,Administration,High school,MARRIED,9761,1,1
yes,48,Independent,University,MARRIED,138079,1,1
no,40,Industry,Basic education,MARRIED,108476,1,2
no,28,Administration,University,MARRIED,135709,1,2
no,34,Administration,University,MARRIED,11849,0,1
no,32,Industry,Professional Course,MARRIED,109689,0,2
yes,30,Administration,University,SINGLE,166549,1,1
no,37,Independent,University,SINGLE,64146,0,1
no,66,Non-active,Basic education,SINGLE,111810,2,0
no,38,Administration,University,SINGLE,167984,2,1
no,46,Administration,Basic education,MARRIED,41056,0,0
no,38,Non-active,Basic education,DIVORCED,123043,1,1
yes,66,Non-active,Basic education,SINGLE,69422,2,1
no,35,Industry,High school,DIVORCED,31412,1,0
no,41,Administration,High school,MARRIED,88164,1,2
no,38,Industry,Professional Course,MARRIED,96721,0,1
no,25,Industry,Basic education,SINGLE,64366,1,2
no,48,Independent,University,MARRIED,158318,0,2
yes,33,Industry,Professional Course,SINGLE,178663,2,2
no,71,Non-active,Basic education,DIVORCED,160710,0,2
no,33,Administration,Basic education,MARRIED,99826,1,0
no,25,Non-active,University,SINGLE,85074,0,0
yes,30,Administration,University,MARRIED,58124,0,2
no,25,Non-active,University,SINGLE,80321,0,1
no,34,Administration,University,MARRIED,56891,0,2
yes,38,Administration,University,SINGLE,29109,2,0
yes,38,Administration,University,SINGLE,109627,1,2
no,32,Industry,Professional Course,MARRIED,22275,2,2
yes,53,Administration,Professional Course,MARRIED,125905,0,0
yes,38,Administration,High school,SINGLE,119871,2,0
yes,33,Administration,High school,SINGLE,12976,2,2
no,49,Administration,University,MARRIED,101323,0,1
yes,29,Administration,Professional Course,SINGLE,43626,2,1
yes,31,Administration,University,SINGLE,64609,0,2
no,37,Administration,High school,MARRIED,128842,0,1
yes,61,Non-active,University,DIVORCED,110795,0,2
yes,32,Non-active,High school,MARRIED,101594,2,1
yes,60,Non-active,High school,MARRIED,60977,0,0
no,38,Administration,Professional Course,MARRIED,139982,1,2
no,56,Independent,University,MARRIED,43870,1,2
yes,32,Industry,Professional Course,MARRIED,109916,0,1
yes,35,Industry,High school,MARRIED,59148,2,2
yes,64,Administration,University,MARRIED,37134,0,2
yes,56,Independent,University,MARRIED,48680,2,0
no,38,Non-active,Unknown,SINGLE,12508,2,1
no,39,Industry,University,MARRIED,54557,0,2
yes,30,Administration,University,SINGLE,29356,0,2
yes,40,Independent,University,SINGLE,17869,2,2
no,30,Administration,University,MARRIED,9924,1,1
no,30,Non-active,High school,SINGLE,48529,1,1
yes,32,Non-active,High school,MARRIED,119398,0,0
yes,38,Industry,High school,MARRIED,16845,1,1
no,57,Non-active,University,MARRIED,125825,0,1
yes,25,Not specified,University,SINGLE,116525,2,1
no,27,Administration,Professional Course,SINGLE,171822,0,1
no,49,Administration,University,DIVORCED,7148,1,2
no,24,Non-active,High school,SINGLE,113313,1,1
yes,56,Independent,University,MARRIED,26945,0,1
no,66,Non-active,Basic education,SINGLE,71202,2,0
no,88,Non-active,High school,DIVORCED,145378,1,1
no,63,Non-active,High school,MARRIED,131628,0,1
no,38,Administration,University,MARRIED,61937,1,0
no,57,Independent,Basic education,MARRIED,146766,0,1
yes,35,Industry,Basic education,SINGLE,95620,2,0
no,61,Non-active,High school,MARRIED,32891,0,2
yes,21,Non-active,Unknown,SINGLE,52106,1,2
yes,59,Non-active,Professional Course,MARRIED,53898,1,0
no,46,Administration,High school,MARRIED,81169,0,1
yes,38,Independent,University,MARRIED,35543,1,0
no,33,Administration,Professional Course,MARRIED,118571,2,2
yes,39,Administration,High school,MARRIED,180477,0,2
no,42,Industry,High school,MARRIED,174396,0,2
no,31,Administration,University,SINGLE,69983,2,1
no,30,Administration,University,SINGLE,121058,2,0
no,38,Administration,High school,SINGLE,75057,2,0
no,44,Independent,Professional Course,SINGLE,126111,0,2
no,60,Administration,University,MARRIED,47225,2,1
yes,35,Industry,Basic education,MARRIED,16364,1,2
no,28,Independent,University,SINGLE,123611,1,1
yes,60,Industry,Basic education,MARRIED,76320,0,2
yes,36,Administration,University,MARRIED,40505,0,1
yes,60,Administration,University,MARRIED,43406,1,2
no,31,Administration,University,DIVORCED,26859,1,1
yes,26,Industry,High school,SINGLE,162616,1,0
no,30,Not specified,Professional Course,MARRIED,84178,2,2
no,38,Administration,University,MARRIED,95948,0,1
no,58,Non-active,University,MARRIED,54111,0,2
yes,30,Administration,University,SINGLE,14785,1,2
yes,31,Administration,University,DIVORCED,20714,2,0
no,81,Non-active,Basic education,MARRIED,62066,1,2
yes,39,Administration,High school,MARRIED,112896,2,1
yes,41,Administration,Unknown,MARRIED,97934,2,0
yes,30,Non-active,High school,MARRIED,57846,1,1
yes,39,Administration,High school,MARRIED,123684,2,2
no,35,Industry,Basic education,MARRIED,130317,1,1
no,36,Administration,High school,MARRIED,29443,1,0
yes,65,Administration,University,MARRIED,56522,1,0
yes,28,Administration,University,MARRIED,150184,1,0
no,36,Industry,Basic education,MARRIED,65919,1,1
no,34,Industry,Professional Course,MARRIED,113667,1,1
yes,36,Non-active,University,SINGLE,129998,2,1
yes,50,Industry,Basic education,MARRIED,115145,2,1
yes,35,Industry,Basic education,MARRIED,79549,0,0
no,38,Non-active,University,SINGLE,27297,1,2
no,38,Administration,High school,SINGLE,141612,0,0
no,34,Industry,Professional Course,MARRIED,14554,0,1
no,25,Administration,University,,22531,0,1
no,28,Industry,Basic education,MARRIED,85767,1,0
no,43,Independent,Basic education,MARRIED,110680,2,1
no,51,Industry,Basic education,MARRIED,18914,2,2
no,30,Industry,High school,SINGLE,175533,1,2
no,59,Non-active,Basic education,MARRIED,5986,2,2
no,27,Non-active,High school,SINGLE,15947,2,2
no,38,Administration,University,SINGLE,154830,0,2
no,32,Non-active,Unknown,SINGLE,55072,0,2
no,66,Administration,University,MARRIED,12455,0,0
yes,31,Administration,University,SINGLE,93759,2,2
no,49,Administration,University,MARRIED,40992,1,2
no,52,Administration,High school,SINGLE,23743,1,2
yes,57,Administration,University,SINGLE,22215,1,1
no,31,Non-active,Unknown,SINGLE,151591,0,2
no,25,Administration,University,MARRIED,35321,1,1
yes,36,Administration,University,MARRIED,80423,2,1
no,42,Administration,Professional Course,MARRIED,161186,0,2
no,62,Non-active,Professional Course,MARRIED,92599,1,2
yes,42,Administration,Professional Course,MARRIED,158363,1,2
yes,53,Administration,University,DIVORCED,27330,2,2
no,27,Administration,University,SINGLE,119458,2,0
no,35,Industry,High school,MARRIED,44132,1,1
no,26,Administration,University,SINGLE,114796,1,2
yes,30,Non-active,High school,MARRIED,130449,1,1
yes,59,Non-active,Basic education,MARRIED,42181,0,1
no,39,Industry,Basic education,MARRIED,26304,0,1
no,45,Industry,Basic education,MARRIED,34252,0,0
no,43,Administration,University,SINGLE,22868,2,2
no,33,Industry,High school,MARRIED,51287,2,2
no,35,Industry,Basic education,MARRIED,98687,1,1
no,34,Industry,Professional Course,MARRIED,73088,0,1
no,33,Industry,High school,MARRIED,92904,2,0
no,33,Industry,High school,MARRIED,170317,1,2
no,60,Industry,Unknown,MARRIED,47464,1,0
no,34,Industry,Professional Course,MARRIED,173807,1,2
no,30,Administration,University,SINGLE,154662,0,1
no,42,Industry,High school,MARRIED,24356,1,2
no,53,Administration,High school,MARRIED,157754,0,1
yes,31,Administration,University,SINGLE,25453,1,1
no,42,Administration,Professional Course,MARRIED,142811,1,1
no,45,Industry,Basic education,MARRIED,65827,2,0
no,38,Non-active,High school,MARRIED,23299,2,0
no,57,Administration,University,MARRIED,133240,0,2
no,55,Administration,Basic education,MARRIED,85811,1,0
no,25,Administration,University,,91410,2,1
no,38,Administration,Professional Course,MARRIED,72154,2,0
no,27,Industry,High school,,85734,2,1
no,31,Non-active,Unknown,SINGLE,141282,0,0
no,58,Non-active,University,MARRIED,179367,0,1
no,43,Administration,Professional Course,MARRIED,96510,0,2
no,31,Administration,University,DIVORCED,14175,0,1
yes,31,Industry,High school,MARRIED,178028,2,2
no,38,Administration,University,SINGLE,14948,0,1
no,38,Independent,Basic education,MARRIED,62230,1,2
no,42,Administration,University,MARRIED,28601,2,0
no,41,Administration,High school,SINGLE,108610,1,2
no,35,Industry,High school,MARRIED,80134,1,1
yes,39,Administration,Professional Course,MARRIED,135798,2,2
no,27,Administration,University,SINGLE,34328,0,0
no,27,Administration,University,SINGLE,76165,1,0
no,53,Administration,High school,MARRIED,111870,2,2
no,19,Non-active,Unknown,SINGLE,159335,0,2
no,27,Administration,University,SINGLE,81414,0,2
no,44,Administration,High school,DIVORCED,92160,1,1
yes,20,Administration,University,SINGLE,125085,2,0
no,45,Independent,Basic education,MARRIED,100837,2,1
yes,42,Administration,Professional Course,MARRIED,108805,1,0
no,36,Administration,University,MARRIED,173917,2,1
no,31,Industry,Basic education,MARRIED,33218,1,1
no,34,Independent,Basic education,MARRIED,71985,0,2
no,39,Industry,Basic education,MARRIED,170426,1,0
no,35,Administration,Professional Course,MARRIED,146431,0,0
yes,44,Independent,Professional Course,SINGLE,9029,2,1
no,30,Independent,University,MARRIED,20619,0,1
no,51,Industry,Basic education,MARRIED,129225,2,1
no,38,Administration,University,SINGLE,119477,1,2
no,34,Administration,University,SINGLE,163231,1,2
yes,38,Industry,Basic education,MARRIED,42304,0,1
no,39,Administration,University,SINGLE,110889,1,0
no,38,Industry,Basic education,MARRIED,8968,0,0
no,52,Administration,University,MARRIED,153003,2,1
no,28,Administration,University,SINGLE,107770,0,2
no,48,Administration,University,MARRIED,74279,1,1
no,42,Non-active,High school,SINGLE,170119,1,1
no,53,Administration,Professional Course,MARRIED,154046,2,1
no,39,Industry,Basic education,SINGLE,54371,0,1
no,39,Industry,Basic education,SINGLE,124610,2,1
yes,58,Administration,University,MARRIED,62851,2,1
no,38,Non-active,High school,MARRIED,82259,2,0
no,30,Administration,Professional Course,SINGLE,17764,2,2
yes,57,Independent,University,MARRIED,87172,2,1
no,39,Administration,High school,MARRIED,121953,2,1
no,56,Administration,Basic education,MARRIED,159887,2,0
no,30,Non-active,High school,MARRIED,81134,0,1
yes,30,Administration,University,MARRIED,117439,0,2
yes,38,Non-active,High school,SINGLE,88762,0,1
no,42,Administration,University,MARRIED,159070,1,0
no,52,Industry,Basic education,MARRIED,107756,2,2
no,34,Industry,Professional Course,MARRIED,23337,0,0
no,28,Administration,High school,SINGLE,115923,0,0
no,35,Non-active,University,SINGLE,45691,1,1
no,35,Administration,High school,MARRIED,130973,0,0
no,32,Independent,Basic education,MARRIED,179637,2,1
yes,61,Administration,Professional Course,DIVORCED,21915,1,1
no,42,Administration,University,MARRIED,159046,1,1
no,50,Independent,High school,MARRIED,134166,2,0
no,38,Industry,High school,SINGLE,24176,1,2
yes,26,Non-active,High school,SINGLE,150875,1,1
yes,40,Administration,University,MARRIED,93735,1,1
no,38,Industry,Basic education,MARRIED,55911,2,0
no,36,Independent,Basic education,MARRIED,99772,1,1
yes,81,Non-active,Basic education,MARRIED,73500,2,0
no,46,Industry,Basic education,MARRIED,117261,2,0
yes,56,Administration,Professional Course,MARRIED,122925,2,0
no,59,Non-active,Basic education,MARRIED,149013,2,2
